Регион,Округ,Год,Показатель,№ строки,Единица измерения, Значение
Магаданская область,ДФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  4 202 
Магаданская область,ДФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  665 100 
Магаданская область,ДФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  63 
Магаданская область,ДФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  738 
Магаданская область,ДФО,2021,      в печатных средствах массовой информации,39,ед,  38 
Магаданская область,ДФО,2021,      в интернет-СМИ,40,ед,  630 
Магаданская область,ДФО,2021,      ТВ-сюжетов,41,ед,  70 
Магаданская область,ДФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  97 
Магаданская область,ДФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  90 
Магаданская область,ДФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  10 000 
Магаданская область,ДФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 961 
Республика Марий Эл,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  78 645 
Республика Марий Эл,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  224 488 
Республика Марий Эл,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  1 021 865 
Республика Марий Эл,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  461 
Республика Марий Эл,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  2 052 
Республика Марий Эл,ПФО,2021,      в печатных средствах массовой информации,39,ед,  483 
Республика Марий Эл,ПФО,2021,      в интернет-СМИ,40,ед,  1 424 
Республика Марий Эл,ПФО,2021,      ТВ-сюжетов,41,ед,  145 
Республика Марий Эл,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  130 
Республика Марий Эл,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  13 
Республика Марий Эл,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  29 992 
Республика Марий Эл,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  4 944 
Республика Мордовия,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  23 300 
Республика Мордовия,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  29 238 
Республика Мордовия,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  782 952 
Республика Мордовия,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  104 
Республика Мордовия,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  703 
Республика Мордовия,ПФО,2021,      в печатных средствах массовой информации,39,ед,  185 
Республика Мордовия,ПФО,2021,      в интернет-СМИ,40,ед,  407 
Республика Мордовия,ПФО,2021,      ТВ-сюжетов,41,ед,  111 
Республика Мордовия,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  136 
Республика Мордовия,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  62 
Республика Мордовия,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  16 061 
Республика Мордовия,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 713 
Москва,ЦФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  1 151 954 
Москва,ЦФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  110 880 000 
Москва,ЦФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Москва,ЦФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  -   
Москва,ЦФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  2 738 
Москва,ЦФО,2021,      в печатных средствах массовой информации,39,ед,  37 
Москва,ЦФО,2021,      в интернет-СМИ,40,ед,  2 418 
Москва,ЦФО,2021,      ТВ-сюжетов,41,ед,  283 
Москва,ЦФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Москва,ЦФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  63 
Москва,ЦФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  162 790 
Москва,ЦФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  37 401 
Московская область,ЦФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  493 
Московская область,ЦФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  39 780 
Московская область,ЦФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  -   
Московская область,ЦФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  19 
Московская область,ЦФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  770 
Московская область,ЦФО,2021,      в печатных средствах массовой информации,39,ед,  105 
Московская область,ЦФО,2021,      в интернет-СМИ,40,ед,  598 
Московская область,ЦФО,2021,      ТВ-сюжетов,41,ед,  67 
Московская область,ЦФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Московская область,ЦФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  -   
Московская область,ЦФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  20 122 
Московская область,ЦФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  493 
Мурманская область,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  43 104 
Мурманская область,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  8 364 
Мурманская область,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Мурманская область,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  1 
Мурманская область,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  94 
Мурманская область,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  1 
Мурманская область,СЗФО,2021,      в интернет-СМИ,40,ед,  70 
Мурманская область,СЗФО,2021,      ТВ-сюжетов,41,ед,  23 
Мурманская область,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  14 
Мурманская область,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  3 
Мурманская область,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  3 640 
Мурманская область,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 638 
Ненецкий автономный округ,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  23 183 
Ненецкий автономный округ,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  122 133 
Ненецкий автономный округ,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  307 600 
Ненецкий автономный округ,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  362 
Ненецкий автономный округ,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 269 
Ненецкий автономный округ,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  362 
Ненецкий автономный округ,СЗФО,2021,      в интернет-СМИ,40,ед,  781 
Ненецкий автономный округ,СЗФО,2021,      ТВ-сюжетов,41,ед,  126 
Ненецкий автономный округ,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  130 
Ненецкий автономный округ,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  1 
Ненецкий автономный округ,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  7 769 
Ненецкий автономный округ,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  2 032 
Нижегородская область,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  274 397 
Нижегородская область,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  1 157 040 
Нижегородская область,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  340 000 
Нижегородская область,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  132 
Нижегородская область,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  1 255 
Нижегородская область,ПФО,2021,      в печатных средствах массовой информации,39,ед,  31 
Нижегородская область,ПФО,2021,      в интернет-СМИ,40,ед,  1 106 
Нижегородская область,ПФО,2021,      ТВ-сюжетов,41,ед,  118 
Нижегородская область,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  -   
Нижегородская область,ПФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  49 
Нижегородская область,ПФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  49 658 
Нижегородская область,ПФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  1 389 
Новгородская область,СЗФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  24 471 
Новгородская область,СЗФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  121 179 
Новгородская область,СЗФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  503 535 
Новгородская область,СЗФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  71 
Новгородская область,СЗФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  639 
Новгородская область,СЗФО,2021,      в печатных средствах массовой информации,39,ед,  140 
Новгородская область,СЗФО,2021,      в интернет-СМИ,40,ед,  358 
Новгородская область,СЗФО,2021,      ТВ-сюжетов,41,ед,  141 
Новгородская область,СЗФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  123 
Новгородская область,СЗФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  111 
Новгородская область,СЗФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  14 174 
Новгородская область,СЗФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  2 378 
Новосибирская область,СФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  7 925 
Новосибирская область,СФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  26 298 
Новосибирская область,СФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  857 330 
Новосибирская область,СФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  -   
Новосибирская область,СФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  64 
Новосибирская область,СФО,2021,      в печатных средствах массовой информации,39,ед,  -   
Новосибирская область,СФО,2021,      в интернет-СМИ,40,ед,  56 
Новосибирская область,СФО,2021,      ТВ-сюжетов,41,ед,  8 
Новосибирская область,СФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  47 
Новосибирская область,СФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  51 
Новосибирская область,СФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  8 879 
Новосибирская область,СФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  9 066 
Омская область,СФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  41 469 
Омская область,СФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  198 400 
Омская область,СФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,
Омская область,СФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  8 
Омская область,СФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  8 860 
Омская область,СФО,2021,      в печатных средствах массовой информации,39,ед,  675 
Омская область,СФО,2021,      в интернет-СМИ,40,ед,  7 292 
Омская область,СФО,2021,      ТВ-сюжетов,41,ед,  893 
Омская область,СФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  196 
Омская область,СФО,2021,"Количество новостей, опубликованных от региона на официальном сайте федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",43,ед,  40 
Омская область,СФО,2021,"Численность подписчиков / участников сообществ регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",44,чел,  93 112 
Омская область,СФО,2021,"Количество публикаций в сообществах регионального органа исполнительной власти, реализующего государственную молодeжную политику в социальных сетях",45,ед,  16 438 
Оренбургская область,ПФО,2021,"Численость уникальных пользователей, посетивших официальный сайт регионального органа исполнительной власти, реализующего государственную молодeжную политику",34,чел,  10 306 
Оренбургская область,ПФО,2021,"Количество просмотров официального сайта органа исполнительной власти, реализующего государственную молодeжную политику",35,ед,  19 606 
Оренбургская область,ПФО,2021,Финансирование информационного освещения реализации государственной молодeжной политики,36,руб,  3 478 375 
Оренбургская область,ПФО,2021,"Количество статей, опубликованных в главном правительственном печатном издании субъекта Российской Федерации о реализации государственной молодeжной политики в регионе",37,ед,  13 
Оренбургская область,ПФО,2021,"Количество упоминаний реагионального органа исполнительной власти, реализующего государственную молодeжную политику, в том числе:",38,ед,  577 
Оренбургская область,ПФО,2021,      в печатных средствах массовой информации,39,ед,  375 
Оренбургская область,ПФО,2021,      в интернет-СМИ,40,ед,  174 
Оренбургская область,ПФО,2021,      ТВ-сюжетов,41,ед,  28 
Оренбургская область,ПФО,2021,"Количество статей, опубликованных региональным органом исполнительной власти, реализующим государственную молодeжную политику, направленных пресс-службой федерального органа исполнительной власти, осуществляющего функции по оказанию государственных услуг и управлению государственным имуществом в сфере государственной молодeжной политики",42,ед,  565 
