Регион,Округ,Год,Показатель,№ строки,Единица измерения,Значение
Омская область,СФО,2021,      культура,65,ед,  31 
Омская область,СФО,2021,      физическая культура и спорт,66,чел,  34 
Омская область,СФО,2021,      охрана природы,67,чел,  1 
Омская область,СФО,2021,      строительство и ЖКХ,68,чел,
Омская область,СФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  295 921 
Омская область,СФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  99 270 
Омская область,СФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  126 357 
Омская область,СФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  66 615 
Омская область,СФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  3 679 
Омская область,СФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  7 520 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  72 190 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  33 576 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  14 044 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  12 055 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  37 134 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  38 296 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  10 988 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  11 245 
Омская область,СФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  7 149 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  2 058 
Омская область,СФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  1 189 
Омская область,СФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  34 963 
Омская область,СФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  4 465 
Омская область,СФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  3 613 
Омская область,СФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  2 195 
Омская область,СФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  3 061 
Оренбургская область,ПФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Оренбургская область,ПФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  3 
Оренбургская область,ПФО,2021,      образование,62,ед,  1 
Оренбургская область,ПФО,2021,      здравохранение,63,ед,
Оренбургская область,ПФО,2021,      социальная защита и социальное обслуживание,64,ед,  1 
Оренбургская область,ПФО,2021,      культура,65,ед,  1 
Оренбургская область,ПФО,2021,      физическая культура и спорт,66,чел,
Оренбургская область,ПФО,2021,      охрана природы,67,чел,
Оренбургская область,ПФО,2021,      строительство и ЖКХ,68,чел,
Оренбургская область,ПФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  65 829 
Оренбургская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  2 179 
Оренбургская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  58 890 
Оренбургская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  4 365 
Оренбургская область,ПФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  395 
Оренбургская область,ПФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  49 000 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  45 000 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  955 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  3 500 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  2 050 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  5 500 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  43 000 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  770 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  350 
Оренбургская область,ПФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  200 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  870 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  220 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  37 500 
Оренбургская область,ПФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  750 
Оренбургская область,ПФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  1 250 
Оренбургская область,ПФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  570 
Оренбургская область,ПФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  6 000 
Орловская область,ЦФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  2 
Орловская область,ЦФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  242 
Орловская область,ЦФО,2021,      образование,62,ед,  110 
Орловская область,ЦФО,2021,      здравохранение,63,ед,  4 
Орловская область,ЦФО,2021,      социальная защита и социальное обслуживание,64,ед,  54 
Орловская область,ЦФО,2021,      культура,65,ед,  40 
Орловская область,ЦФО,2021,      физическая культура и спорт,66,чел,  23 
Орловская область,ЦФО,2021,      охрана природы,67,чел,  8 
Орловская область,ЦФО,2021,      строительство и ЖКХ,68,чел,  3 
Орловская область,ЦФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  38 483 
Орловская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  5 147 
Орловская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  23 699 
Орловская область,ЦФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  8 489 
Орловская область,ЦФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  1 148 
Орловская область,ЦФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  6 916 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  9 114 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  1 751 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  1 952 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  348 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  1 552 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  5 051 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  636 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  171 
Орловская область,ЦФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  1 589 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  160 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  494 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  402 
Орловская область,ЦФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  827 
Орловская область,ЦФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  1 079 
Орловская область,ЦФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  106 
Орловская область,ЦФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  36 
Пензенская область,ПФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Пензенская область,ПФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  80 
Пензенская область,ПФО,2021,      образование,62,ед,  66 
Пензенская область,ПФО,2021,      здравохранение,63,ед,  4 
Пензенская область,ПФО,2021,      социальная защита и социальное обслуживание,64,ед,  2 
Пензенская область,ПФО,2021,      культура,65,ед,  5 
Пензенская область,ПФО,2021,      физическая культура и спорт,66,чел,  1 
Пензенская область,ПФО,2021,      охрана природы,67,чел,  1 
Пензенская область,ПФО,2021,      строительство и ЖКХ,68,чел,  1 
Пензенская область,ПФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  193 812 
Пензенская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  61 131 
Пензенская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  84 015 
Пензенская область,ПФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  40 927 
Пензенская область,ПФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  7 739 
Пензенская область,ПФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  52 282 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  56 400 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  23 100 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  10 100 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  10 979 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  9 267 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  14 222 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  7 600 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  1 178 
Пензенская область,ПФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  2 202 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  1 540 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  1 388 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  24 822 
Пензенская область,ПФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  1 407 
Пензенская область,ПФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  7 739 
Пензенская область,ПФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  1 171 
Пензенская область,ПФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  2 041 
Пермский край,ПФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Пермский край,ПФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  738 
Пермский край,ПФО,2021,      образование,62,ед,  328 
Пермский край,ПФО,2021,      здравохранение,63,ед,  31 
Пермский край,ПФО,2021,      социальная защита и социальное обслуживание,64,ед,  42 
Пермский край,ПФО,2021,      культура,65,ед,  246 
Пермский край,ПФО,2021,      физическая культура и спорт,66,чел,  64 
Пермский край,ПФО,2021,      охрана природы,67,чел,  19 
Пермский край,ПФО,2021,      строительство и ЖКХ,68,чел,  8 
Пермский край,ПФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  447 381 
Пермский край,ПФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  68 086 
Пермский край,ПФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  214 018 
Пермский край,ПФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  155 744 
Пермский край,ПФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  9 533 
Пермский край,ПФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  59 700 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  69 878 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  55 200 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  47 435 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  74 197 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  27 502 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  41 537 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  14 502 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  4 560 
Пермский край,ПФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  11 662 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  1 062 
Пермский край,ПФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  928 
Пермский край,ПФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  15 193 
Пермский край,ПФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  3 496 
Пермский край,ПФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  7 259 
Пермский край,ПФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  3 647 
Пермский край,ПФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  9 623 
Приморский край,ДФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  3 
Приморский край,ДФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  139 
Приморский край,ДФО,2021,      образование,62,ед,  41 
Приморский край,ДФО,2021,      здравохранение,63,ед,  27 
Приморский край,ДФО,2021,      социальная защита и социальное обслуживание,64,ед,  12 
Приморский край,ДФО,2021,      культура,65,ед,  31 
Приморский край,ДФО,2021,      физическая культура и спорт,66,чел,  23 
Приморский край,ДФО,2021,      охрана природы,67,чел,  5 
Приморский край,ДФО,2021,      строительство и ЖКХ,68,чел,
Приморский край,ДФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  98 542 
Приморский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  8 628 
Приморский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  77 036 
Приморский край,ДФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  10 325 
Приморский край,ДФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  2 553 
Приморский край,ДФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  10 700 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  26 730 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  7 920 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  4 801 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  11 131 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  11 165 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  16 526 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  2 097 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  2 927 
Приморский край,ДФО,2021,"      добровольчество (волонтерство) в сфере содействия в поиске пропавших людей, содействия органам внутренних дел и иным правоохранительным органам в охране общественного порядка в добровольных народных дружинах",83,чел,  414 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере обеспечения доступности правовой поддержки населения,84,чел,  106 
Приморский край,ДФО,2021,      добровольчество (волонтерство) в сфере финансового просвещения,85,чел,  318 
Приморский край,ДФО,2021,      добровольчество (волонтерство) по месту жительства,86,чел,  -   
Приморский край,ДФО,2021,      инклюзивное добровольчество (волонтерство),87,чел,  286 
Приморский край,ДФО,2021,      добровольчество (волонтерство) граждан в возрасте 55 лет и старше,88,чел,  2 553 
Приморский край,ДФО,2021,"      добровольчество (волонтерство), реализуемое в семейных формах",89,чел,  177 
Приморский край,ДФО,2021,      корпоративное добровольчество (волонтерство),90,чел,  691 
Псковская область,СЗФО,2021,Общее количество региональных ресурсных центров поддержки добровольчества на территории субъекта Российской Федерации:,60,ед,  1 
Псковская область,СЗФО,2021,"Количество государственных учреждений на территории субъекта Российской Федерации, работающих с добровольцами (волонтерами) и реализующих совместные программы в следущих сферах:",61,ед,  244 
Псковская область,СЗФО,2021,      образование,62,ед,  113 
Псковская область,СЗФО,2021,      здравохранение,63,ед,  37 
Псковская область,СЗФО,2021,      социальная защита и социальное обслуживание,64,ед,  17 
Псковская область,СЗФО,2021,      культура,65,ед,  35 
Псковская область,СЗФО,2021,      физическая культура и спорт,66,чел,  32 
Псковская область,СЗФО,2021,      охрана природы,67,чел,  6 
Псковская область,СЗФО,2021,      строительство и ЖКХ,68,чел,  4 
Псковская область,СЗФО,2021,"Общая численность граждан, вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства) на базе образовательных организаций, некоммерческих организаций, государственных и муниципальных учреждений в добровольческую (волонтерскую) деятельность на территории субъекта Российской Федерации, в том числе:",69,чел,  24 026 
Псковская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 7 до 13 лет,70,чел,  6 442 
Псковская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 14 до 30 лет,71,чел,  11 720 
Псковская область,СЗФО,2021,      добровольцы (волонтеры) в возрасте от 31 до 54 лет,72,чел,  3 009 
Псковская область,СЗФО,2021,      добровольцы (волонтеры) «серебряного» возраста (55 лет и старше),73,чел,  2 855 
Псковская область,СЗФО,2021,"Общая численность граждан, вовлеченных в добровольческую деятельность на территории субъекта Российской Федерации, включая вовлеченных центрами (сообществами, объединениями) поддержки добровольчества (волонтерства), по направлениям сферы деятельности: добровольческая (волонтерская) деятельность в области образования",74,чел,  8 889 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере гражданско-патриотического воспитания,75,чел,  6 727 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере здравоохранения,76,чел,  2 806 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере социальной поддержки и социального обслуживания населения,77,чел,  2 162 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере культуры,78,чел,  3 844 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере физической культуры и спорта,79,чел,  3 123 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере охраны природы,80,чел,  4 084 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере развития городской среды и туристической деятельности,81,чел,  1 922 
Псковская область,СЗФО,2021,      добровольчество (волонтерство) в сфере предупреждения и ликвидации последствий чрезвычайных ситуаций,82,чел,  120 
